DATA;COD_Ateneo;NOME_ATENEO;CODICE_STRUTTURA;DESCRIZIONE_STRUTTURA;NUMERO_STRUTTURE;POSTI_DISPONIBILI
1/11/18;03201;Trieste - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;03201;Trieste - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;03201;Trieste - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;01 ;Mense;0;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;03202;Trieste - Scuola internazionale superiore di studi avanzati;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;03401;Parma - Università degli studi;01 ;Mense;0;0
1/11/18;03401;Parma - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;03401;Parma - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;03401;Parma - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;03401;Parma - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;03401;Parma - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;03401;Parma - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;01 ;Mense;0;0
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;1;30
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;30
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;03601;Modena e Reggio Emilia - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;03701;Bologna - Università degli studi;01 ;Mense;0;0
1/11/18;03701;Bologna - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;03701;Bologna - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;03701;Bologna - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;03701;Bologna - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;1;80
1/11/18;03701;Bologna - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;80
1/11/18;03701;Bologna - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;03801;Ferrara - Università degli studi;01 ;Mense;0;0
1/11/18;03801;Ferrara - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;03801;Ferrara - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;03801;Ferrara - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;03801;Ferrara - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;03801;Ferrara - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;03801;Ferrara - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";01 ;Mense;0;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;04101;"Urbino - Università degli studi ""Carlo Bo""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;01 ;Mense;0;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;04201;Ancona - Università Politecnica delle Marche;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;04301;Macerata - Università degli studi;01 ;Mense;0;0
1/11/18;04301;Macerata - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;04301;Macerata - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;04301;Macerata - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;04301;Macerata - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;6;192
1/11/18;04301;Macerata - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;102
1/11/18;04301;Macerata - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;5
1/11/18;04302;Camerino - Università degli studi;01 ;Mense;0;0
1/11/18;04302;Camerino - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;1;14
1/11/18;04302;Camerino - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;14
1/11/18;04302;Camerino - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;04302;Camerino - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;1;8
1/11/18;04302;Camerino - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;8
1/11/18;04302;Camerino - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;04601;Lucca - Scuola IMT Alti Studi;01 ;Mense;1;88
1/11/18;04601;Lucca - Scuola IMT Alti Studi;02 ;Residenze direttamente gestite dall'istituto;1;127
1/11/18;04601;Lucca - Scuola IMT Alti Studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;76
1/11/18;04601;Lucca - Scuola IMT Alti Studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;1
1/11/18;04601;Lucca - Scuola IMT Alti Studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;04601;Lucca - Scuola IMT Alti Studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;04601;Lucca - Scuola IMT Alti Studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;04801;Firenze - Università degli studi;01 ;Mense;0;0
1/11/18;04801;Firenze - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;04801;Firenze - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;04801;Firenze - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;04801;Firenze - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;04801;Firenze - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;04801;Firenze - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";01 ;Mense;0;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;04804;"Firenze - Università telematica ""Italian University line""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05001;Pisa - Università degli studi;01 ;Mense;0;0
1/11/18;05001;Pisa - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05001;Pisa - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05001;Pisa - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05001;Pisa - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05001;Pisa - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05001;Pisa - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05002;Pisa - Scuola normale superiore;01 ;Mense;1;350
1/11/18;05002;Pisa - Scuola normale superiore;02 ;Residenze direttamente gestite dall'istituto;5;287
1/11/18;05002;Pisa - Scuola normale superiore;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;233
1/11/18;05002;Pisa - Scuola normale superiore;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;15
1/11/18;05002;Pisa - Scuola normale superiore;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;2;33
1/11/18;05002;Pisa - Scuola normale superiore;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;22
1/11/18;05002;Pisa - Scuola normale superiore;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;5
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";01 ;Mense;1;156
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";02 ;Residenze direttamente gestite dall'istituto;3;256
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;256
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05003;"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05201;Siena - Università degli studi;01 ;Mense;0;0
1/11/18;05201;Siena - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;1;87
1/11/18;05201;Siena - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;40
1/11/18;05201;Siena - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;17
1/11/18;05201;Siena - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05201;Siena - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05201;Siena - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05202;Siena - Università per stranieri;01 ;Mense;0;0
1/11/18;05202;Siena - Università per stranieri;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05202;Siena - Università per stranieri;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05202;Siena - Università per stranieri;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05202;Siena - Università per stranieri;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05202;Siena - Università per stranieri;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05202;Siena - Università per stranieri;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05401;Perugia - Università degli studi;01 ;Mense;0;0
1/11/18;05401;Perugia - Università degli studi;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05401;Perugia - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05401;Perugia - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05401;Perugia - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05401;Perugia - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05401;Perugia - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05403;Perugia - Università per stranieri;01 ;Mense;0;0
1/11/18;05403;Perugia - Università per stranieri;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05403;Perugia - Università per stranieri;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05403;Perugia - Università per stranieri;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05403;Perugia - Università per stranieri;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05403;Perugia - Università per stranieri;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05403;Perugia - Università per stranieri;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05601;Viterbo - Università della Tuscia;01 ;Mense;0;0
1/11/18;05601;Viterbo - Università della Tuscia;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05601;Viterbo - Università della Tuscia;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05601;Viterbo - Università della Tuscia;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05601;Viterbo - Università della Tuscia;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05601;Viterbo - Università della Tuscia;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05601;Viterbo - Università della Tuscia;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";01 ;Mense;0;0
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;3;142
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;138
1/11/18;05801;"Roma - Università degli studi ""La Sapienza""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;4
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";01 ;Mense;0;0
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05802;"Roma - Università degli studi di ""Tor Vergata""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);01 ;Mense;0;0
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02 ;Residenze direttamente gestite dall'istituto;3;73
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;73
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);01 ;Mense;3;732
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);02 ;Residenze direttamente gestite dall'istituto;5;412
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;391
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;21
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;6;94
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;94
1/11/18;05805;Roma - Libera Università internazionale degli studi sociali Guido Carli (LUISS);03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";01 ;Mense;0;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05806;"Roma - Università degli studi del ""Foro Italico""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05807;Roma - III Università degli studi;01 ;Mense;1;40
1/11/18;05807;Roma - III Università degli studi;02 ;Residenze direttamente gestite dall'istituto;1;27
1/11/18;05807;Roma - III Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05807;Roma - III Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05807;Roma - III Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05807;Roma - III Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05807;Roma - III Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";01 ;Mense;3;521
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05808;"Roma - Università ""Campus Bio-Medico""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;01 ;Mense;0;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
1/11/18;05809;Roma - Università degli Studi Internazionali – UNINT;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";01 ;Mense;0;0
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";02 ;Residenze direttamente gestite dall'istituto;0;0
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi;0;0
1/11/18;05810;"Roma - Università telematica ""Guglielmo Marconi""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
